user_name,status,datetime
Kamala Harris,"Public school teachers in America consistently have to use their own money to pay for school supplies while we continue to dedicate funding to militarizing the police. 

It’s time to ask our local leaders to re-examine our community’s priorities and their budgets.",2020-06-17 20:47:05.939831
Tina Smith,"This is a matter of equity. The pandemic has proven the fact that broadband isn’t just nice, it’s necessary. We all need access to strong, reliable internet right now.",2020-06-17 20:49:56.666398
Chris Murphy,"I’ve stopped caring whether he is delusional or a stone cold pathological liar or both. 

All I know is we have to work like hell these next 5 months to beat him and all his apologists, enablers and sycophants.",2020-06-17 21:11:37.949532
Tina Smith,"Today’s passage of the Great American Outdoors Act is the most significant conservation legislation in decades. This is a good step in the fight for conservation, and we’ve got to keep doing more. https://t.co/GSIthx9nb0",2020-06-17 21:35:58.003681
Doug Jones,Great for Montana.  Great for Alabama. Great for America.  Thanks for all your work big guy!,2020-06-17 21:40:13.748521
Chris Murphy,"The Chinese leader told Trump that he was going to set up concentration camps for millions of Muslims and Trump replied, “build the camps, it’s exactly the right thing to do.”

Chew on that for a minute. 

Our president is PRO-concentration camp.",2020-06-17 22:09:58.810249
Chris Murphy,"If there was a 1 to 10 scale of “how f’d up is the Trump foreign policy operation actually, behind the scenes, like if you got to watch it for a couple days up close?” - the Bolton book confirms the answer is 2000.",2020-06-17 22:18:56.383921
Chris Murphy,"It’s either true and classified. Or untrue and unclassified. 

They have to pick.",2020-06-17 22:29:25.247919
Tammy Duckworth,I’m alarmed that Trump may be planning an abusive act of political retribution to block the @USArmy from promoting LTC Alexander Vindman to Colonel. I will be demanding answers from @SecArmy &amp; @EsperDoD on this deeply troubling report.,2020-06-18 00:10:17.987385
Tina Smith,Grateful for my time with members of Senate District 51 as part of their Coffee and Conversation last week. I was happy to hear about the issues most important to them in the election this November. https://t.co/zaeHMmdm55,2020-06-18 08:22:17.997619
Senator Joe Manchin,"As of Wednesday, the State of WV had only sent out $9.5M of federal CARES Act funds meant to help city and county governments – less than 1 percent of the $1.25 billion the state has received. Meanwhile, local health departments are facing financial crisis. This is unacceptable. https://t.co/VMuHvpO2YX",2020-06-18 08:36:41.525527
Chris Murphy,"Been listening to “Gathering Crowds” by John Scott on my drive to work this week, in an attempt to send good karma to baseball owners so they get their heads out of the sand and start the season.

If you’re a baseball fan and don’t recognize the name of the tune, check it out.",2020-06-18 08:51:30.879863
Tammy Duckworth,"I had a good call w/@IHAhospitals, IL hospital leaders, @SenatorDurbin, @RepRobinKelly &amp; @RepBillFoster. I'm grateful for the doctors, nurses &amp; all hospital workers. I’ll keep working to ensure they have the support &amp; resources needed during #COVID19 https://t.co/4GXwcrRwhN",2020-06-18 09:10:53.386420
Mark Warner,"These young people have known no other home but the United States. 

Now it’s official. #DREAMers are #HereToStay.",2020-06-18 09:12:52.114229
Senator Bob Casey,Today SCOTUS stood with the American people and sent a clear message to the President: immigrant youth and families make America great.,2020-06-18 09:13:18.253116
Elizabeth Warren,I’m happy the Supreme Court upheld DACA to protect Dreamers from the crisis Trump created. But we can’t stop here. The House passed the American Dream &amp; Promise Act over a year ago. @SenateGOP: stop the political games &amp; pass this bill for Dreamers &amp; their families. #HereToStay,2020-06-18 09:13:56.053221
Jeanne Shaheen,"Dreamers are Americans. That’s the fundamental promise of President Obama’s DACA program, and I'm glad the court chose to uphold it in this decision. We need to create a path to citizenship for those that have only ever called this country home. #Dreamers
https://t.co/zYqfqy7imN",2020-06-18 09:14:52.947933
Senator Bob Menendez,"Today, SFRC Democratic Staff is releasing a comprehensive report on Global Forced Migration. I am thrilled to be hosting a panel with @Madeleine, @LloydAxworthy, and Dr. Farida Almuslem at 11:30 AM.

Please join us by RSVPing here: https://t.co/nJZxsjFlqE https://t.co/SFhBoB5ehI",2020-06-18 09:15:07.654545
Kamala Harris,"Today the Supreme Court upheld our nation’s promise to Dreamers. 

While I will never stop fighting until Dreamers and their families have a path to citizenship, this is some much-needed relief for Dreamers everywhere.",2020-06-18 09:15:15.064549
Martin Heinrich,The Trump administration's suppression of climate science is incredibly dangerous. Our policy decisions should be guided by the best possible data and science. Willful ignorance will only make this crisis worse. https://t.co/Cr3F3HraHN,2020-06-18 09:20:39.293644
Ed Markey,President Trump's cruel and racist attempt to delegitimize Dreamers and repeal DACA has been totally defeated in the Supreme Court. Today is a victory for Dreamers and for all Americans and a major step forward in the fight to provide a pathway to citizenship for all immigrants.,2020-06-18 09:26:02.033492
Tom Udall,"Incredible news. The Trump administration’s wrongheaded decision to end #DACA won’t stand.

I couldn't be happier about this, because for thousands of #DREAMERS in NM, and hundreds of thousands more across the nation, #HomeIsHere— and it's going to stay that way.",2020-06-18 09:26:51.893124
Chuck Schumer,"I literally cried tears of joy when I heard the DACA decision.

The wonderful young Dreamers and their families have a huge burden lifted off their shoulders.

One day they will become American citizens.",2020-06-18 09:27:28.051203
Senator Chris Coons,"This is great new for 800,000 Dreamers, their families, their communities, and our entire country.

Congress should pass the American Dream and Promise Act to give Dreamers the long-term certainty they deserve.",2020-06-18 09:29:37.340302
Senator Bob Menendez,"To every single Dreamer who has been living in fear since Trump took office: Today and everyday, we stand with you.

YOU ARE HOME. #HomeIsHere https://t.co/mdrThzDtTq",2020-06-18 09:30:10.764626
Sen. Maggie Hassan,AT 11 AM: @SenBillCassidy and I are leading the Senate Finance Paid Leave Working Group in a bipartisan roundtable discussion on paid leave policies. Join me live on Twitter shortly to watch the roundtable in full. https://t.co/03IFFRBA4c,2020-06-18 09:33:10.581176
Sheldon Whitehouse,"Dreamers can breathe a sigh of relief. 

I am pleased #SCOTUS blocked Trump’s move to end #DACA. Dreamers are doctors, nurses, teachers, first responders -- people giving back to our communities. Now they’ll be able to continue that service in peace.",2020-06-18 09:34:07.675705
Senator Dick Durbin,Speaking on the Senate floor now about the Supreme Court's decision on DACA. https://t.co/MkhHZHd1xo,2020-06-18 09:36:23.095309
Sherrod Brown,"800,000 #Dreamers are now safe from Pres. Trump's attempt to rip them away from their families and communities.
 
America is their home. Time for real immigration reform that recognizes that.

https://t.co/GC70jLWdRz",2020-06-18 09:44:26.247215
Ron Wyden,"These determined, inspiring, hard-working young people belong in America and deserve the protections promised to them by the U.S. government. Now it’s time for the Senate to vote to permanently protect Dreamers from the threat of deportation.",2020-06-18 09:46:16.956905
Senator Chris Van Hollen,"A very important day for Dreamers and our country. SCOTUS ruled that Trump's decision to end DACA was “arbitrary and capricious.” 

But this doesn’t mean our work is over. 

The ball is in our court. We need permanent legislation. The Senate must pass the Dream and Promise Act.",2020-06-18 09:48:06.179450
Senator Patty Murray,"This is great news. Hundreds of thousands of students, neighbors, &amp; coworkers finally won’t have to live in fear of being forced to leave the only home they have known. SCOTUS’s ruling allows our nation to fulfill its promise to these young people &amp; help them reach their dreams.",2020-06-18 09:49:59.437333
Senator Chris Coons,"This is great news for 800,000 Dreamers, their families, their communities, and our entire country. 

Congress should pass the American Dream and Promise Act to give Dreamers the long-term certainty they deserve.",2020-06-18 10:01:49.342968
Sen. Maggie Hassan,LIVE: I'm leading the Senate Finance Paid Leave Working Group in a bipartisan roundtable discussion on paid leave policies in the era of COVID-19 with my colleague @SenBillCassidy. Watch now▶ https://t.co/DCP3qltAL9,2020-06-18 10:02:38.026697
Amy Klobuchar,SCOTUS’ ruling is a huge victory for America &amp; DREAMers across the country. The Trump administration must now reopen applications for citizenship. And we must pass comprehensive immigration reform. We cannot allow their fate to be decided on political whims. #HereToStay,2020-06-18 10:04:05.129800
Amy Klobuchar,SCOTUS’ ruling is a huge victory for America &amp; DREAMers across the country. The Trump administration must now reopen applications for citizenship. And we must pass comprehensive immigration reform. We cannot allow their fate to be decided on political whims. #HereToStay,2020-06-18 10:04:10.183008
Amy Klobuchar,SCOTUS’ ruling is a huge victory for America &amp; DREAMers across the country. The Trump administration must now reopen applications for citizenship. And we must pass comprehensive immigration reform. We cannot allow their fate to be decided on political whims. #HereToStay,2020-06-18 10:04:14.750558
Senator Ben Cardin,"This is fantastic news. #SCOTUS rules on what we already know to be true: for our nation's 800,000 DREAMers, #HomeIsHere.",2020-06-18 10:05:03.022819
Senator Dick Durbin,Joining @MSNBC soon to discuss the Supreme Court's decision on DACA. Make sure you tune in.,2020-06-18 10:05:57.752107
Martin Heinrich,This ruling is a major relief for Dreamers whose lives have been thrown into turmoil since President Trump's heartless order. We can’t allow this to remove our sense of urgency in Congress to finally fix our broken immigration system. That should start with passing the Dream Act.,2020-06-18 10:07:33.860792
Cory Booker,"Today's Supreme Court ruling confirms what we knew all along: Donald Trump's attempt to end DACA was not only cruel, but illegal. 

Dreamers embody the best of who we are as a nation. This is their country and they belong here.
https://t.co/dSRLyKQCLc",2020-06-18 10:07:54.543631
Senator Dick Durbin,"This morning, the Supreme Court brought a smile &amp; sigh of relief to more than 700,000 young people in the US. But our fight is not over.
 
The Senate must take up the House-passed Dream &amp; Promise Act to give all Dreamers a path to citizenship. #HomeIsHere. https://t.co/Vqell0a98g",2020-06-18 10:13:32.775910
Martin Heinrich,It is time to move on from the Gila Diversion boondoggle before it becomes New Mexico’s Bridge to Nowhere. https://t.co/gsSqmudi7Z,2020-06-18 10:13:54.413318
Chris Murphy,"Trump’s assault on Dreamers is illegal. The Supreme Court now confirms it. 

But this victory is partial and temporary. Dreamers are Americans - Congress needs to pass legislation to make this official.  https://t.co/BBryOwsAJD",2020-06-18 10:21:34.569441
Senator Jack Reed,"Today’s #SCOTUS #DACA decision is a win for America &amp; our economy. It shows people matter, justice matters, &amp; the law matters. Diversity strengthens our nation &amp; #Dreamers contribute much to our communities. Now let’s pass  comprehensive #immigrationreform &amp; the #DreamAct.",2020-06-18 10:22:18.294699
Sen. Debbie Stabenow,"The #EqualityAct has been on Sen. McConnell's desk for nearly 400 days. Instead of passing laws that make our nation more equal for everyone, Republicans are focused on partisan judges determined to take health care away from millions https://t.co/3sQ3jnFpn3",2020-06-18 10:24:03.064505
Tim Kaine,"The President’s attempt to end the DACA program plunged hundreds of thousands of innocent young people into limbo and wreaked havoc on their lives. I’m so thankful the Court has rejected it. Today, I celebrate with Dreamers! Tomorrow, let's make this protection permanent.",2020-06-18 10:24:34.769999
Kyrsten Sinema,🚨Arizona cities considering whether to mandate masks in public spaces - pls consider these daily numbers and take action quickly. #slowthespread,2020-06-18 10:27:34.378830
Ed Markey,Young people are organizing to save our planet. Hear from @Students4Markey tonight on #TeamMarkeyTV and join them right now at https://t.co/1gthA896be. https://t.co/tNEuQ7Kg4Y,2020-06-18 10:30:05.969763
Richard Blumenthal,"My heart soars—for our beautiful, great nation, &amp; for millions of young wonderful immigrants who will make it even greater. The rule of law has won against mean-spirited lawless leaders, renewing trust in our courts.",2020-06-18 10:30:28.799173
Ron Wyden,"We had a big victory this week in the fight for equality for LGBTQ+ Americans, but our work isn't done. Next up: passing the #EqualityAct. This legislation will ensure LGBTQ+ Americans are truly equal under the law. https://t.co/RsqWPcdkNA",2020-06-18 10:31:06.066641
Sherrod Brown,"This week's #SCOTUS decision protected our LGBTQ friends and neighbors from employment discrimination.
 
Now, we need to pass the #EqualityAct - to make sure they can't be denied any other opportunities because of who they are and who they love.",2020-06-18 10:33:52.638788
Tina Smith,Dreamers are part of the fabric of this country. This ruling brings some relief to hundreds of thousands of Americans whose livelihoods were threatened by Trump. #HomeIsHere https://t.co/KHiUuUJfRX,2020-06-18 10:36:35.506711
Senator Patty Murray,This week's SCOTUS decision was a major step to end LGBTQIA+ discrimination in the workplace &amp; ensure all Americans have the opportunity to succeed—but our work isn’t done. The Senate needs to pass the #EqualityAct to ensure equal protection under all of our laws.,2020-06-18 10:45:05.372892
Ed Markey,Young people are organizing to save our planet. Hear from @Students4Markey tonight on #TeamMarkeyTV and join them right now at https://t.co/1gthA896be. https://t.co/OY7N3t84cI,2020-06-18 10:48:17.125550
Sen. Patrick Leahy,"In a landmark decision overturning Pres. Trump's heartless &amp; arbitrary termination of #DACA, #SCOTUS affirmed that our nation's #Dreamers have a protected place in our society. And in doing so, SCOTUS reaffirmed the American Dream itself. My comment here: https://t.co/bvz80tBubp",2020-06-18 10:49:39.483916
Chuck Schumer,"This is a wonderful, wonderful day for the young Dreamers, for their families, for the American Dream.

They work hard. They are on the frontlines of COVID-19, in the Armed Forces, in school and college.

We have always believed in immigration in America. It is part of our soul. https://t.co/HwmwyKCtGO",2020-06-18 10:51:48.805434
Senator Chris Coons,"Monday’s historic Supreme Court ruling that employers cannot discriminate against LGBTQ workers based on sexual orientation and gender identity was a huge step forward, but there’s more work to be done.",2020-06-18 10:54:09.605935
Senator Jack Reed,"As we celebrate today’s #DACA win w/ full hearts, let’s also be clear eyed about the road ahead: The effort to put #Dreamers on a path to citizenship &amp; protect families from being torn apart now depends on Congress passing a permanent legislative fix. Let’s get to work!",2020-06-18 10:54:34.417134
Martin Heinrich,"This week, SCOTUS ruled that discrimination does not belong in the workplace. Now it's time to pass federal legislation like the #EqualityAct so every American, regardless of sexual orientation or gender identity, can live free of discrimination.",2020-06-18 10:55:01.585084
Tammy Duckworth,"In a 5-4 decision, SCOTUS reaffirmed the truth that Trump has tried to deny for years: Dreamers belong in America.

After living in fear &amp; uncertainty, DACA recipients can now breathe a sigh of relief.

But we're not done. Let's codify DACA into law &amp; pass the #DreamAndPromiseAct https://t.co/T3zNSfwbDv",2020-06-18 10:55:52.725329
Kyrsten Sinema,"37 years ago today, Sally Ride became the first American woman in space. She continues to inspire us today.",2020-06-18 11:01:16.516634
Senator Jack Reed,"Pres Trump broke protections for #Dreamers &amp; it is long past time for Congress to fix it. I’m not asking my Republican colleagues to act out of the goodness of their hearts, but they should act in America’s best interest &amp; the interest of their states &amp; pass the #DreamAct. #DACA",2020-06-18 11:03:08.133570
Senator Bob Casey,"As we celebrate today's #SCOTUS decision, I want to thank the many #DACA organizers--many undocumented themselves--who fought boldly and fiercely for this, working through unfathomable personal trauma while building a movement.

Next up: a path to citizenship. #HereToStay",2020-06-18 11:05:00.159370
Ron Wyden,"For the last year, I’ve been investigating Donald Trump’s efforts to interfere in the criminal investigation into Turkish-owned Halkbank. This damning new evidence corroborates what my investigation has uncovered to date.",2020-06-18 11:09:05.308119
Senator Ben Cardin,"This week SCOTUS ruled to end workplace discrimination for the LGBTQIA+ community. There's more work to be done to stop discrimination in other areas of life like housing, education, health care. Congress must take up the #EqualityAct to finally guarantee full equality for all.",2020-06-18 11:09:37.371227
Ed Markey,"Our campaign is truly lucky to have such a talented and passionate team of fellows organizing—not agonizing—for our shared progressive values. It was a joy to chat with all of you about policy, our favorite songs, and our movement for a just and sustainable future. https://t.co/2Hur84X608",2020-06-18 11:10:41.259389
Kamala Harris,Retweet if you’d heard of Juneteenth.,2020-06-18 11:19:58.629578
Tom Udall,"For years, #DREAMers have been fighting for certainty. I’ve been proud to stand with them. Today, #SCOTUS affirmed #DACA recipients are #HereToStay.

This is the only home #DREAMers have ever known. New Mexico #DREAMers shared their stories with me, which you can watch below ⬇",2020-06-18 11:20:09.498449
Gary Peters,"This is a major step forward for Dreamers in Michigan and across the country.

And now we must keep fighting to pass the bipartisan DREAM Act.
https://t.co/JQGhmdVUOz",2020-06-18 11:22:04.374219
Sen. Maggie Hassan,.@senatemajldr – LGBTQ Americans must receive full protection from discrimination under the law. It's past time to bring the #EqualityAct up for a vote.,2020-06-18 11:22:15.473489
Senator Dick Durbin,"I first introduced the Dream Act nearly 20 years ago. And while today’s Supreme Court decision is a victory for #Dreamers, it is not the path to citizenship that they deserve.
 
The Senate must pass the Dream and Promise Act to solve this problem once and for all. https://t.co/3zv0nKFt3C",2020-06-18 11:24:46.091294
Senator Dianne Feinstein,Today’s Supreme Court decision is very positive news for Dreamers. These young people are Americans in every sense of the word and I’m glad they can continue to live in the only country many of them have called home. #DACA https://t.co/Kty4JMkFYT,2020-06-18 11:24:57.027837
Senator Bob Menendez,"Good news! @SBAgov has heeded our call to make it easier for small businesses impacted by #COVID19 in NJ and across the country to apply for #PPP loan forgiveness and get the relief they need.

Learn more here 👇 https://t.co/51R8mNzTUe",2020-06-18 11:26:27.164430
Senator Mazie Hirono,"Today, I join the thousands of Dreamers, including those from HI, celebrating their hard won victory at the Supreme Court.

I will never forget how these inspiring young people flooded the halls of Congress, refused to be ignored, and galvanized the country behind their stories.",2020-06-18 11:26:29.895929
Senator Chris Van Hollen,"It would be gross negligence for the Senate to leave town for July 4th before passing another emergency relief package. Families, workers, and our state and local governments need aid fast. The House passed the Heroes Act over a month ago, what is Mitch McConnell doing? https://t.co/QA8m8LKqqZ",2020-06-18 11:38:18.927425
Sherrod Brown,"Let's be honest: no one reads the Terms of Service before clicking ""I Agree"". 

We're constantly forced to sign away our data, giving companies the power to SELL and STORE our personal information.
 
It's time to end the Internet Data Grab.
https://t.co/q1DpHchE9u",2020-06-18 11:39:00.090499
Senator Bob Menendez,"The #GlobalForcedMigrationReport analyzes drivers of the crisis, shortfalls of the intl response, and the Trump Admin’s retreat from global &amp; moral leadership.

The facts represent a clarion call for strong leadership, intl solidarity, and innovation to address this crisis.",2020-06-18 11:40:36.527142
Tammy Duckworth,"For communities of color, #COVID19 isn't yesterday's nightmare—it’s still today’s reality.

@SenatorDurbin, @RepRobinKelly &amp; I spoke w/ Protect Our Care about the pandemic's effect on Black Illinoisans &amp; how Trump's failure to adequately respond has contributed to this disparity.",2020-06-18 11:48:02.752687
Senator Chris Coons,"One of the ways I’ve been working to help Delawareans recover from this recession is to authorize a second round of PPP loans directed towards the smallest, most vulnerable businesses.",2020-06-18 11:53:11.825502
Ed Markey,"Today is a victory, but we can't rely on the courts to protect immigrants in our country.

We need to take legislative action.

We must pass the Dream and Promise Act and create a pathway to citizenship for all 11 million undocumented people in the United States.",2020-06-18 11:56:05.375246
Senator Ben Cardin,"TODAY: At 3:30 pm I'm going live with Ashley Duckman, VP of Govt Affairs for @MDChamber, and Jamon Phenix, Coalition Manager at @Page30Coalition for a conversation on #COVID19 Relief for At Risk Small Businesses.

Join us at https://t.co/kSBetVJXpv or https://t.co/WUiejDsp9Y https://t.co/MRapZmBeG6",2020-06-18 12:00:23.677160
Amy Klobuchar,"Billions are being spent on online political ads, and our laws haven’t caught up. It’s past time for the FEC to take action to update regulations, so Americans know who is behind the political ads they see online. Let’s get it done.",2020-06-18 12:03:43.161457
Ron Wyden,"We’re in the middle of a pandemic. Today, McConnell’s Senate isn’t voting on legislation to deliver relief to families and workers, but on yet another extremist Trump judge with a history of undermining Americans’ health care. Justin Walker is unfit to serve the American people.",2020-06-18 12:13:49.910803
Sheldon Whitehouse,We are in the middle of a pandemic with an economy in the ditch and passionate protests for long overdue justice in law enforcement and I am about to go vote on… yet another one of McConnell’s bogus judicial nominees. https://t.co/C4xheYPDxX,2020-06-18 12:19:07.432393
Amy Klobuchar,The Supreme Court ruling is about Edwin Torres and so many DREAMers who love this country like he does.,2020-06-18 12:19:31.944832
Senator Dianne Feinstein,The Federal Reserve’s Main Street Lending Program just launched to aid small and mid-sized businesses across the United States. Click here for more information.,2020-06-18 12:21:15.333019
Senator Bob Menendez,"The current U.S. troop presence in Germany is in the U.S. national security interest. Full stop. Just introduced legislation with @RepEliotEngel to prohibit funding for Trump’s reckless troop withdrawal.

MORE: https://t.co/pfK1x825UH",2020-06-18 12:21:52.002470
Tammy Duckworth,"This pandemic does not discriminate between individuals who have health insurance coverage and those who don’t.

I introduced a bill with @SenatorDurbin to create a new #COVID19 special enrollment period that will help ensure anyone who wants insurance is able to purchase it.",2020-06-18 12:26:57.327274
Tammy Duckworth,Our national parks &amp; public lands are cherished by so many families here &amp; around the world. I’m proud the Senate passed the Great American Outdoors Act to provide robust funding that will preserve &amp; protect them for generations to come while making them more accessible for all. https://t.co/TbUFkTlwHW,2020-06-18 12:30:05.639278
Sen. Maggie Hassan,"Dreamers contribute enormously to our communities and economy, and they are vital to our future. The Supreme Court made the right decision today. We must continue to ensure that #HomeIsHere for #DACA recipients.",2020-06-18 12:30:21.070566
Ed Markey,"Our campaign recognizes Juneteenth as a holiday for all staff. Juneteenth is a reminder of America’s original sin of slavery. It is a day to reflect on our nation's shared, painful history, and the work we have to do in order to make racial equality and justice a reality for all.",2020-06-18 12:30:38.377027
Chuck Schumer,"During these dark times, these two decisions from the Supreme Court this week were a surprising ray of light.

LGBTQ+ Americans. Our Dreamers.

No discrimination. Embracing immigrants.

These are part of our American ideals. https://t.co/OuNriAKS2v",2020-06-18 12:30:54.867128
Kamala Harris,#HomeIsHere but there is still so much to do. https://t.co/AxBChPXvEX,2020-06-18 12:34:39.290045
Doug Jones,"650,000 children, brought to this country by parents dreaming of a better life, will be protected from deportation. They came seeking the promise of America. Now we must ensure that this dream will never die. 

#HereToStay  https://t.co/Gu7i1HElKo",2020-06-18 12:42:51.694735
Jeff Merkley,"BIG NEWS: First LGBTQ workplace protections, now DACA!! Two big SCOTUS losses for Trump this week. Two big, big wins for America.
https://t.co/jo6PJLlWRW",2020-06-18 12:44:34.319202
Chuck Schumer,"I get the impression that the Supreme Court didn’t like your “arbitrary,” “capricious,” and lawless actions against the Dreamers.

And neither do the American people.",2020-06-18 12:47:58.613304
Senator Chris Coons,"Affordable health care should be one of our top priorities amid the COVID-19 crisis. 

In Congress, we should #FundMedicaid to keep health care accessible.",2020-06-18 13:01:05.430690
Sen. Patrick Leahy,"This World Refugee Day (6/20), we celebrate the 40th anniversary of the bipartisan Refugee Act, an act I was proud to vote for as a young senator. It enshrined in law our nation's longstanding commitment to serve as a refuge for the persecuted &amp; oppressed. #40YearsOfWelcome",2020-06-18 13:01:37.238264
Tom Udall,"10,000 more New Mexicans signed up for Medicaid in May, due in large part to the #COVID19 pandemic. The Senate MUST #FundMedicaid to tackle disparities and support keeping communities healthy through this pandemic and beyond. #FundtheFrontLines",2020-06-18 13:01:42.898296
Michael Bennet,"The Trump administration attacked Dreamers—and the Supreme Court just righted that wrong. 

This is a historic day for hundreds of thousands of #DACA recipients who know no home but America, and I’ll keep fighting to ensure they have a patch to citizenship. #DreamAct #HomeIsHere",2020-06-18 13:06:46.850015
Ed Markey,"On June 12, 1982, one million people took to the streets of New York to demand an end to the nuclear arms race.

It remains the largest peace rally in the history of the United States.

The March for Peace and Justice mobilized a global movement to save our planet. https://t.co/f7beDYfhkf",2020-06-18 13:08:06.766762
Mark Warner,"Millions of Americans have lost their insurance at the worst possible time due to COVID-19.
 
The next coronavirus relief bill must expand access to healthcare coverage before it’s too late. #FundMedicaid",2020-06-18 13:08:20.979323
Senator Bob Casey,"Medicaid expansion has provided coverage for millions during #COVID19, especially in rural communities. Any future COVID relief legislation must include strong provisions to protect Medicaid &amp; ensure Americans have access to quality, affordable health care coverage. #FundMedicaid https://t.co/fSXs94dnx8",2020-06-18 13:08:28.706601
Chuck Schumer,"I just took to the floor with @SenBooker to demand we remove Confederate statues from the Capitol.

We need to dismantle institutional racism piece by piece, brick by brick, statue by statue, starting with the people’s house—the nation’s Capitol.

But Senate Republicans objected.",2020-06-18 13:16:04.887815
Senator Joe Manchin,"GOOD NEWS: I'm proud to announce that @FEMA awarded more than $26 million for the construction and relocation of Clendenin Elementary School, which was severely damaged as a result of flooding nearly 4 years ago. MORE: https://t.co/EeVgQdkiX7",2020-06-18 13:17:55.757705
Senator Dick Durbin,"Mr. President, I implore you to let #DACA stand. 200,000 #Dreamers are essential workers. 40,000 are health care heroes. To deport these young men and women in the middle of a public health pandemic would be a travesty. #HomeIsHere",2020-06-18 13:28:56.360373
Senator Bob Menendez,Took long enough. I hope @Facebook follows my June 2nd recommendation to issue warning labels. We only get one shot at ensuring our #2020Election is free of disinformation. https://t.co/WYmNEjQLda,2020-06-18 13:38:14.906776
Ron Wyden,"In yesterday's @SenateFinance hearing, I demanded answers from Donald Trump's USTR Bob Lighthizer on these newest explosive allegations. I won't rest until I get them. The truth always comes out, and this will be no exception.",2020-06-18 13:40:40.778667
Ed Markey,"Trump’s continued effort to demonize and deport immigrants undermines our values as Americans and worsens the coronavirus pandemic. 

We must stop deportations and welcome asylum seekers.

That is why I am filing the Immigration Enforcement Moratorium Act today.",2020-06-18 13:46:05.473631
Martin Heinrich,The Interstate Stream Commission just voted to discontinue any plans for dams and diversions on NM's Gila River. I thank the commissioners for their decision to finally turn the page on diversion projects so we can focus on more effective ways to protect SW New Mexico's water.,2020-06-18 13:49:19.492292
Senator Chris Van Hollen,"This week, FCC Chairman Pai agreed with me—we must close the Homework Gap &amp; digital divide, especially given the harsh inequities further exposed by COVID-19. We’ve introduced bills to solve this issue, but Pai has the authority to fix parts of it now—yet he hasn't. Do it! https://t.co/Hx1gnhNT4J",2020-06-18 13:50:57.712946
Jeanne Shaheen,"When I was Governor in '97, we made sure that no one in New Hampshire could be denied a job or a home just because of who they love.

This week's #SCOTUS decision was a start, but it doesn't cover the full range discriminatory practices that are still legal in America. https://t.co/bWn66SjwGd",2020-06-18 13:51:20.705927
Chris Murphy,"This week's Supreme Court ruling upheld protections for LGBTQ+ people in the workplace. Now, we need to make sure those protections under the law are extended to every area of public life. Let's pass the Equality Act and get it done. https://t.co/IL3eLBlP53",2020-06-18 13:51:22.464324
Tom Udall,"The Trump Administration must IMMEDIATELY reinstate the full #DACA program, allowing younger immigrants access to #DACA protection. #HomeIsHere",2020-06-18 13:55:32.655165
Sen. Maggie Hassan,"Especially amid a global pandemic, Americans should have access to quality health care. I'm calling on my colleagues from both sides of the aisle to come together and #FundMedicaid.",2020-06-18 13:57:37.301724
Kamala Harris,The Supreme Court found that white nationalist Stephen Miller’s attempt to end DACA was cruel and now illegal. He should resign immediately.,2020-06-18 13:58:02.384471
Sherrod Brown,"Dear corporate executives: 

Enough with the feel-good PR campaigns.

Put your money where your mouth is, and do right by your workers. 

That means fair pay, protections on the job and power in the workplace.
https://t.co/hGrXzBdS5V",2020-06-18 13:58:04.117150
Senator Chris Coons,"As co-chairs of the Senate #ALS Caucus, @SenatorBraun and I have seen firsthand how debilitating and devastating ALS is for patients and their families, but we’re also constantly reminded of the incredibly bravery, love, and determination that defines the ALS community.",2020-06-18 13:59:34.152041
Tammy Duckworth,"As the first American woman in space, Sally Ride proved to women &amp; girls who love science that—if you have courage &amp; curiosity—you, too, can shoot for the moon and explore the stars! 37 years later, her historic space flight continues to inspire millions. https://t.co/zD6dE9fTKg",2020-06-18 14:00:05.598880
Sen. Kirsten Gillibrand,"I've been pushing for the U.S. to establish an independent Data Protection Agency to safeguard Americans' data privacy.
 
Today @SenBrown released a data privacy proposal that includes a DPA and protections that put consumers first. I’m in full support. Let’s get this passed!",2020-06-18 14:02:20.439708
Sen. Kirsten Gillibrand,I've been pushing for the U.S. to establish an independent Data Protection Agency to safeguard Americans' data privacy. Today @SenSherrodBrown released a data privacy proposal that includes a DPA and protections to put consumers first. I’m in full support. Let’s get this passed!,2020-06-18 14:03:23.130479
Richard Blumenthal,"What does a Justin Walker judicial ""win"" look like? For millions of Americans with pre-existing conditions, it means denial of healthcare &amp; gutting of the ACA. For Conner Curran, &amp; his family, it would be catastrophic. https://t.co/icu5RvzanG",2020-06-18 14:04:34.117688
Sen. Patrick Leahy,Heading to the Senate Chamber to vote I took a moment to photograph and applaud the Dreamers and press covering the historic DACA decision by the Supreme Court. I think of my grandparents and great-grandparents who emigrated to Vermont and I know they'd cheer this. https://t.co/2QNPeuTztZ,2020-06-18 14:10:54.220348
Senator Dick Durbin,"Senate Republicans just gave Justin Walker a lifetime appointment to the second highest court in the land for two main reasons: because Walker is a protégé of the Senate Majority Leader, and because he’s an outspoken critic of the Affordable Care Act.",2020-06-18 14:13:16.016389
Senator Dianne Feinstein,"After this week's Supreme Court decision protecting the rights of LGBT individuals, we’re calling on the Senate to pass the Equality Act to ensure that LGBT Americans are protected from discrimination in all aspects of their lives. This is long overdue. https://t.co/QdjNwYM0qt",2020-06-18 14:16:41.734013
