user_name,status,datetime
Joni Ernst,"This week would have been the 12th annual @CWSoftballGame! While I’m disappointed I’m not on the field supporting a great cause, I hope to get back out there soon! Here are a couple photos from last year’s game 📸 https://t.co/ryrDIF0E2g",2020-06-19 14:18:48.676214
Cory Gardner,At Minton Park and Ballfield @SecretarySonny and I spoke with local officials to discuss fire treatment efforts and met with brave firefighters who work around the clock to protect the local community. https://t.co/v6xo8ncTPu,2020-06-19 14:22:34.865305
Thom Tillis,"Small businesses are an essential part of North Carolina’s economy, and I’m fighting to make sure that our state continues to be a place where they can grow and flourish.

Join our Small Business Advisory Council today:

https://t.co/6EIobc4BV2",2020-06-19 14:36:37.161246
Rob Portman,"Great visit to @DECA_Schools First Annual Juneteenth Celebration! Appreciate the opportunity to talk with staff and teachers.
 
And congratulations to David Taylor who will be starting as DECA’s new superintendent July 1st. https://t.co/Xb624PbTpZ",2020-06-19 15:01:13.914574
Sen. Lisa Murkowski,"The bipartisan American #EnergyInnovation Act (#AEIA)  will ensure the U.S. remains a global energy leader, while strengthening our national security, investing in clean energy technologies, and securing our nation’s supply chain. https://t.co/1ff4nMy5Sd",2020-06-19 15:01:44.608370
Ted Cruz,".@Greg_AbbottTX is a strong leader and a close personal friend. These comments are abhorrent &amp; completely unacceptable, and I condemn them in the strongest possible terms. Texans are tough and we’ll get through this pandemic by working together, not by tearing each other apart.",2020-06-19 15:02:51.763644
Ted Cruz,".@Greg_AbbottTX is a strong leader and a close personal friend. These comments are abhorrent &amp; completely unacceptable, and I condemn them in the strongest possible terms. Texans are tough and we’ll get through this pandemic by working together, not by tearing each other apart.",2020-06-19 15:05:53.905929
Ted Cruz,".@GregAbbott_TX is a strong leader and a close personal friend. These comments are abhorrent &amp; completely unacceptable, and I condemn them in the strongest possible terms. Texans are tough and we’ll get through this pandemic by working together, not by tearing each other apart.",2020-06-19 15:06:27.855479
Senator Todd Young,Met with Elkhart Mayor Rod Roberson and local RV industry leaders this afternoon to discuss the passage of the #GreatAmericanOutdoorsAct and how it will support Hoosier RV manufacturers and pontoon businesses. https://t.co/wdyCl0Ex3i,2020-06-19 15:22:19.098286
Sen. Jim Inhofe,"It’s great to be in Bartlesville today as we celebrate a new water purchasing agreement between the City of Bartlesville &amp; @USACEHQ. 

I’m proud to have advocated for this in Washington with my provision in the America’s Water Infrastructure Act of 2018. 

https://t.co/F0kFk3Roca https://t.co/2XTqW5uif2",2020-06-19 15:30:05.549837
Joni Ernst,"Iowa’s renewable fuel industry has continued to pioneer and offer even cleaner, more efficient choices for consumers. I'm joining a bipartisan effort to help them continue their work w/o unnecessary, burdensome processes by @EPA holding them back. https://t.co/i9RG1sUvg4",2020-06-19 15:34:15.902643
"Bill Cassidy, M.D.","On the anniversary of #Juneteenth we celebrate the end of slavery in America. We must continue to work towards an equal and just society that recognizes the American ideal that ""All men are created equal.""",2020-06-19 15:55:34.840465
Rob Portman,"I always enjoy visiting @DECA_Schools. They provide a quality education for underserved children and have made such an impact on the City of Dayton. 

Today’s Juneteenth celebration is an example of that and I am proud to support the important work they do.",2020-06-19 15:56:51.763034
Senator Todd Young,"It was inspiring to visit Kem Krest, an Elkhart-based business that began mass- producing hand sanitizer in response to COVID-19. Earlier this year, my office was able to help expedite a federal permit and remove a regulator barrier to Kem Krest's hand sanitizer production. https://t.co/KUbuH3hN5X",2020-06-19 16:00:05.962109
Rob Portman,"Sex traffickers who sell women and children online must be held accountable for their actions, and I applaud today’s action by @TheJusticeDept &amp; @NDTXnews against CityXGuide. 

This is good news for victims and survivors. #SESTA",2020-06-19 16:14:40.254601
Sen. Lisa Murkowski,"I recently sent a letter urging @NOAA officials to prioritize improvements to tsunami-monitoring in Prince William Sound &amp; throughout Alaska, &amp; to ensure that the U.S. Tsunami Warning System can rapidly notify potentially at-risk communities like Whittier. https://t.co/9nXXOGwnaF",2020-06-19 16:19:39.873345
Team Cornyn,LESS THAN ONE WEEK AWAY! Join Senator John Cornyn for a Tele-Town Hall on Thursday at 6:00 p.m. Be sure to to RSVP to claim your spot. https://t.co/BOTvyZQJkr,2020-06-19 16:27:19.318702
Cory Gardner,"It’s great to be showing @SecretarySonny around beautiful Colorado today, discussing how the Great American @OutdoorsAct will allow Coloradans to access more of the lands they own and protect our treasured places. https://t.co/356h926YTf",2020-06-19 16:29:27.138343
Sen. Dan Sullivan,"On #Juneteenth, we celebrate the end of slavery, the strength of the human spirit &amp; the indomitable thirst for freedom. On this day, I urge all of us to reflect on America’s history of slavery and racial injustice and how we can come together to help create a more perfect Union. https://t.co/ASzaFwPj5O",2020-06-19 16:29:47.684512
Senator Roy Blunt,"""The U.S. Senate passed the Great American Outdoors Act, marking a historic win for our national parks and public lands...In Missouri, the outdoors has a rich history. Natural areas and public lands help bring in tourism and stimulate our economy."" https://t.co/0XyL2hkbp3",2020-06-19 16:35:49.931653
Rob Portman,"Grateful for the overwhelming support from Ohio conservation leaders for the Restore Our Parks Act, which passed the Senate this week.

Ohio is home to 8 beautiful national parks and this legislation will ensure they are preserved and protected for years to come.",2020-06-19 16:52:51.839021
Thom Tillis,"I unapologetically support American small businesses. I will always fight for our job creators, for our economic drivers — and that’s what I will continue to do in Washington, a place where so few Members of Congress actually understand business. https://t.co/wvnmOQxSS4",2020-06-19 17:00:08.880504
Tom Cotton,"Juneteenth is a reminder of America’s triumph over the evil of slavery, part of a long struggle to live up to our nation’s most noble ideal: that all men are created equal. 

America is a fundamentally good country, but there’s still work to be done. “His truth is marching on.”",2020-06-19 17:02:25.739109
Team Cornyn,"LESS THAN ONE WEEK AWAY! Join Senator John Cornyn for a Tele-Town Hall on Thursday at 6:00 p.m. Be sure to to RSVP to claim your spot. 
https://t.co/TfS4XyLRvs https://t.co/lDQTV9g2JM",2020-06-19 17:05:54.497645
Sen. Lisa Murkowski,"I welcome the @NIH's announcement to invest $25M over 5 yrs in a new program to spur innovative #ALS research. Together—alongside agencies such as the NIH, advocacy groups, healthcare professionals &amp; families of those living with ALS—we can make real &amp; lasting change.",2020-06-19 17:35:21.668020
Sen. Lisa Murkowski,"Special thanks organizations such as @iamALS for your tireless efforts in the fight against ALS. As a member of the Senate #ALS Caucus, I’m proud to support you in your efforts to #EndALS",2020-06-19 17:49:47.568464
ChuckGrassley,"A rain gauge is an important tool for every farmer The right moisture is key for good crop yields The Grassley Farm has used this one for decades #cornwatch #soybeanwatch @ New Hartford, Iowa https://t.co/lMrIZZD5k0",2020-06-19 17:52:21.990632
Thom Tillis,"Paycheck Protection Program. Tax cuts. Slashing red tape. Pro-small business trade deals.

We’re working tirelessly to empower North Carolina small businesses, so that they can grow and thrive – because we can’t let the government hold your business back. https://t.co/kn3krbwTIl",2020-06-19 18:09:22.868877
Sen. Susan Collins,"UPDATE: The most recent U.S. Census survey shows 76% of Maine small businesses received funding through the Paycheck Protection Program, which I coauthored. I'm working with my colleagues to strengthen this vital program that is helping to sustain approximately 200,000 Maine jobs https://t.co/cY5BHSv5z5",2020-06-19 19:28:19.429143
Cindy Hyde-Smith,"These grants will provide support and training to dentists, nurses, and students to serve in rural and underserved communities.
https://t.co/zNLl90cp76",2020-06-19 19:30:05.360419
Sen. Lisa Murkowski,"During Alaska Invasive Species Awareness Week, I urge all Alaskans to stay educated on invasive species and the steps we can take to prevent them from entering our habitats in order to protect the wild Alaska that we know and love. https://t.co/suHgbWq9VD",2020-06-19 19:58:16.826077
Martha McSally,Toured MedAire’s HQ in PHX where they’re providing critical pre-flight telehealth screening to passengers &amp; in-flight care for medical emergencies. The need for increased access to telemedicine is more important than ever &amp; I’m working to expand it through my role in the Senate. https://t.co/0iqkUKsphc,2020-06-19 20:17:49.339820
Marco Rubio,After two weeks of good faith bipartisan talks with ⁦@USTreasury⁩ I am pleased we will have transparency on #PPP loans in a way that also addresses the concerns raised by many #smallbusiness owners   https://t.co/mqRsiyV2Lr,2020-06-19 20:21:07.285673
Marco Rubio,"Media report of warnings that extremists are taking advantage of protests. https://t.co/OOVQEb2A7o 

As you see in tweet below they now mention some of the exact movements I pointed media to, BY NAME, 3 weeks ago &amp; which at the time they ignored &amp; which many on twitter disputed https://t.co/zYkKNlXVwl",2020-06-19 20:31:54.681756
Senator Todd Young,"In honor of the 100th anniversary of the 19th amendment, giving women the right to vote, @FLOTUS will showcase artwork from all our states and territories to recognize this historic milestone. I encourage all Hoosiers in grades 3-12 to enter a submission. https://t.co/xwJzzmuj8p",2020-06-20 08:00:06.044105
Shelley Moore Capito,157 years young and still as wild and wonderful as ever. Why do you love West Virginia? #WVDay https://t.co/2SYudWmDdF,2020-06-20 08:06:53.496645
Marco Rubio,"Pres.Grant was literally the opposite of a confederate rebel. This shows these mobs tearing down statues have zero to do with the cause of racial equality. This is now driven by anti-American Maoist,Marxist weirdos who hate our country. https://t.co/5rLsjyHsYw",2020-06-20 08:38:17.254697
Lindsey Graham,"After this week's Judiciary Committee hearing on policing reform, I'm hopeful there is going to be a genuine effort to bring about policing reform. But we must come together — regardless of party — to get it done. https://t.co/1LCvLMvuMt",2020-06-20 08:51:39.061300
Sen. Jim Inhofe,"Local Oklahoma businesses and health officials are teaming up to distribute 40,000 disposable masks to help #StopTheSpread.

Be sure stop by any Reasor’s, Rib Crib or Catholic Charities location in Eastern Oklahoma to pick up a free mask.

For more information ⬇️",2020-06-20 09:00:05.362776
Josh Hawley,"“Every day I will bless you, and praise your name forever and ever. Great is the Lord, and greatly to be praised; his greatness is unsearchable.” Psalm 145:2-3. Happy Saturday!",2020-06-20 09:03:29.476164
Josh Hawley,"We had a crisis this morning. Elijah: “The deer ate all our garden overnight.” Blaise: “Yeah, and I stepped in deer poop in my bare feet &amp; had to wash my feet off.” Erin &amp; Me: “Where did you wash them?” Blaise: “The kitchen sink.” ... Happy Saturday!",2020-06-20 09:10:39.706219
Joni Ernst,"It’s clear now, maybe more than ever, that our nation has become all too dependent on the Communist Party of China. I’m working to fix that.
https://t.co/iM7ynWDs6I",2020-06-20 10:30:19.733259
Sen. Lisa Murkowski,"Today, on #WorldRefugeeDay, we come together to honor the strength and resilience of refugees in Alaska and around the globe. We must work to support and protect these vulnerable populations wherever they are. https://t.co/JKqwzkss0e",2020-06-20 10:34:57.926064
Senator Roy Blunt,Missouri couldn’t be prouder of the men &amp; women who serve at @FortLeonardWood,2020-06-20 10:41:13.201522
Thom Tillis,"There’s nothing like North Carolina small town living. Learn more about our state’s fastest growing small towns:  

https://t.co/qmOa6plItV",2020-06-20 10:42:30.573073
Senator Rand Paul,This guy really makes sense he must have been raised well. https://t.co/7Lw0XX3I1g,2020-06-20 10:45:54.288879
Cory Gardner,"I’ve been working on the #LWCF for decades leading up to this week’s historic Senate passage of the Great American @OutdoorsAct. Learn more from @EENewsUpdates ⬇️
https://t.co/KFYI5FQZC3",2020-06-20 10:49:28.198616
Marco Rubio,"Support the cause of racial equality is a call to be more fully American but truly living up to our founding principles

Oppose with all you have the cause of the anarchists,Marxist mobs which is to destroy America which they view as inherently evil &amp; irredeemable",2020-06-20 11:41:45.565950
Sen. Lamar Alexander,"🚨ATTENTION Tennesseans in the Chattanooga area affected by the tornadoes on April 12-13:The deadline to apply for @fema disaster assistance is this Tuesday, June 23. To apply for assistance, you can click here: https://t.co/KTgyc6ELgP or call: 1-800-621-3362 or TTY 800-462-7585.",2020-06-20 11:55:20.753719
Senator Todd Young,A @USNavy ship that landed Allied tanks on Omaha Beach during D-Day moved to a new location in downtown Evansville. I am proud that this important part of World War II history can continue to be admired and respected by Hoosiers. https://t.co/3coyyGCLqP,2020-06-20 12:00:05.607800
Sen. Jim Inhofe,"Thank you, @okhistory, for working to shed more light and bring greater awareness to Black history in the Sooner state.  

https://t.co/ltnx0E30sW",2020-06-20 12:00:06.288169
Josh Hawley,Sen. Josh Hawley’s Big Idea: Allow Americans to sue Big Tech for selective political censorship https://t.co/GqiE1TMgba,2020-06-20 12:08:07.450582
Ted Cruz,"Junípero Serra was a Catholic priest &amp; Franciscan friar who founded the first nine Spanish missions in California from San Diego to San Francisco.

Having toppled the priest, surely the can’t leave the city name, “San Francisco”?

Maybe San Beelzebub instead? Or just Techlandia?",2020-06-20 12:10:35.057257
Sen. Marsha Blackburn,"Thank you, @SecondLady, for working to improve the culture surrounding mental health for our veterans. After they fought to protect our country, it’s our turn to fight for them.",2020-06-20 12:12:06.658651
"Bill Cassidy, M.D.","FEMA has awarded Louisiana $225 million to help with our state's COVID19 response. Louisiana was one of the hardest hit states, &amp; the resources are badly needed. Although things are beginning to reopen, we have a ways to go until the US is fully recovered
https://t.co/cGEJ5LbTHs",2020-06-20 12:29:32.575143
Team Cornyn,"Senator Cornyn is proud to be a member of the Senate’s Police Reform Task Force where they were able to introduce ‘Texas-sized’ justice reform for the first time in 25 YEARS. 
https://t.co/ulVstcs223",2020-06-20 12:52:08.031967
Senator Rand Paul,U.S Attorneys are part of the executive branch of government and serve at the pleasure of the President of the Unites States and the Attorney General. Of course @realDonaldTrump can fire any of them at any time.,2020-06-20 13:08:04.691091
Ted Cruz,This is demented.,2020-06-20 13:12:38.500765
Ted Cruz,This is what happens when all you have is ignorance and hate.,2020-06-20 13:13:42.139207
Tim Scott,"I talked with @tunkuv at the @WSJ about...well...about a lot of things. #JUSTICEAct 

https://t.co/nj5xxgnI3Z",2020-06-20 13:14:11.241778
Joni Ernst,"As a woman who served in combat, I know just how important it is for all servicemembers to be properly equipped for the battlefield. That's why I fought to include my provision in #FY21NDAA to develop and field proper-fitting body armor for female soldiers.",2020-06-20 13:16:23.092577
Senator Rand Paul,”Forgive me if I roll my eyes whenever Bolton open's his mouth.” https://t.co/sHJ39EWkHO,2020-06-20 13:29:57.247068
Josh Hawley,"Missed the chance last week to say thanks to all the local MO reporters I spoke with. Better late than never! @KRCG13, @FOX2now, @KMOV, @WGEM, @RaquelMartinTV, @newspressnow, @kfvsnews, @kmbc &amp; KDRO Sedalia",2020-06-20 13:55:17.809829
Rob Portman,"Jane &amp; I were able to hand deliver to Otto Warmbier’s parents the Senate resolution that passed unanimously on Thursday acknowledging the third anniversary of Otto’s death at the hands of the North Korean dictatorship and condemning NK human rights abuses.
https://t.co/51lsNVyykf https://t.co/oU780iiKx7",2020-06-20 14:06:57.014278
Sen. Marsha Blackburn,"Last night, radical left-wing polices and @MayorJenny’s complete lack of leadership resulted in a young teenager dead and another injured.

First responders attempted to render aid after a deadly shooting in the #CHAZ, but were met by a violent mob and forced to retreat. #CHOP",2020-06-20 14:11:51.006615
Senator Kelly Loeffler,"Proud to join @SenRickScott in support of American-made products.
 
COVID-19 exposed the dangers of relying on production of critical products made overseas. We must work to incentivize companies to make products in this country &amp; encourage Americans to #BuyAmerican.",2020-06-20 14:34:09.700902
Rob Portman,"ICYMI The Harriet Beecher Stowe House reopened this week! 

This is an excellent museum that commemorates the life and legacy of Harriet Beecher Stowe, one of America’s most celebrated abolitionists and civil rights activists. 

Reserve your spot here: https://t.co/DBtQrrzMNY",2020-06-20 14:52:43.420279
Cory Gardner,Farmers and ranchers have been working around the clock to ensure our food supply chain is not disrupted during #COVID19 and have been hit particularly hard. Proud to hold a roundtable with @SecretarySonny and the @ColoFarmBureau in Keenesburg to discuss how we will move forward. https://t.co/hOLDQlhRNV,2020-06-20 15:22:08.706130
Sen. John Barrasso,"Pine Bluffs, with its welcoming plaza and mural for veterans, celebrated our American heroes today. Bricks were laid for both departed &amp; living veterans. We were also honored to present the Meritorious Mast to local veteran Henry Vargas who served aboard the USS Iwo Jima in 1971. https://t.co/ytB6Pt2QdN",2020-06-20 15:28:31.375229
Sen. Lisa Murkowski,"•Since I first came to the U.S. Senate, every summer I have been able to invite high school graduates from Alaska to come and spend a month in our nation’s capital to work in my office as part of my summer intern program. https://t.co/u4iNQD8fn0",2020-06-20 16:08:15.357866
Sen. Lisa Murkowski,"Since I first came to the U.S. Senate, every summer I have been able to invite high school graduates from Alaska to come and spend a month in our nation’s capital to work in my office as part of my summer intern program. https://t.co/vwgclahopb",2020-06-20 16:09:21.622180
Senator Jerry Moran,I have no doubt that the USS KANSAS CITY and her sailors will earn their place in this proud lineage by distinguishing this Littoral Combat Ship as one of the finest fighting vessels in the Navy’s fleet. I wish you all the best with fair winds and following seas.,2020-06-20 16:52:36.258434
Martha McSally,Received a briefing at the #BighornFire Command Post in Tucson today. Thank you to our first responders working around the clock to protect lives and homes. Stay informed by visiting: https://t.co/Dwbe2KKqNI https://t.co/xYops2c6Bm,2020-06-20 17:02:43.052102
Sen. Marsha Blackburn,"Threatening an amateur journalist.
 
Detaining him.
 
Ordering him to delete the footage.
 
Assaulting him when he refuses.
 
This is what happens in North Korea or Communist China.
 
And now in Seattle. #CHOP #CHAZ",2020-06-20 17:03:59.852724
Ted Cruz,Yes.,2020-06-20 17:12:52.985312
Ted Cruz,"This can’t have happened. When we abolish the police, and hand our cities over to woke anarchists, all crime will disappear.",2020-06-20 17:14:37.031568
Ted Cruz,Not the mob.,2020-06-20 17:32:03.043359
Rob Portman,"Cuyahoga Valley Nat'l Park is an #Ohio treasure - &amp; the 13th-most-visited natl park in the US! The Restore Our Parks Act -which passed the Senate this week - will help address the park’s $50M+ in long-overdue maintenance needs, ensuring it’s preserved &amp; protected for yrs to come. https://t.co/7HiwxhSPbK",2020-06-20 17:43:55.035015
Thom Tillis,"I unapologetically support America’s great small businesses – and with a Congress where so few actually understand business, now more than ever, we need a Senator who does. https://t.co/e8FF00AL6z",2020-06-20 18:03:11.841806
Thom Tillis,"I will continue to work hard to get North Carolina’s economy back on its feet and all of you back to work. Read more of our recent updates:

https://t.co/DqNH2Wz5R3",2020-06-20 19:00:06.010584
Ted Cruz,Speaks volumes.,2020-06-20 19:01:43.597862
Sen. Dan Sullivan,"Great to be in the Golden Heart City, joining the Fairbanks Economic Development Corporation for a meeting via Zoom and then stopping by for an interview with @KTVF11! https://t.co/vOEI1Nv3FS",2020-06-20 19:06:20.609592
Marco Rubio,"One dead &amp; another fighting for life after being shot in “peaceful” utopia that is the #Seattle Autonomous Zone. 

When officers attempted to locate victims they were met by “peaceful protestors” who violently prevented officers safe access to the victims

https://t.co/US427QL3Hv",2020-06-20 19:48:20.501494
John Kennedy,"My son, Preston, gave me the best job I’ve ever had.
 
Happy #FathersDay to all of the wonderful fathers and father-figures in Louisiana and around the world. https://t.co/n8zTtnjfV4",2020-06-21 06:00:48.409990
Shelley Moore Capito,Happy Father’s Day to all the West Virginia dads! https://t.co/YuyEszjqbS,2020-06-21 07:01:09.865089
David Perdue,Being “Dad” and “D2” is the best job I’ll ever have. Happy #FathersDay to all dads! https://t.co/YQUvJhdSga,2020-06-21 07:59:12.722777
Senator Todd Young,Happy Father’s Day to my dad Bruce and to all Hoosiers celebrating today. We appreciate you. https://t.co/zYf6eEhevZ,2020-06-21 08:00:06.943782
Mitt Romney,Much of who I am is because of the man my father was. Thinking of him—and all of the values he instilled in me—today. https://t.co/wpxnw9H0Ml,2020-06-21 08:11:52.233537
Martha McSally,"Missing my dad whose legacy of service continues to inspire me. He passed away when I was 12, but he taught me to treat each day like a gift &amp; I’m so grateful for that. Happy #FathersDay to all of Arizona’s wonderful dads. https://t.co/hCmsE02xni",2020-06-21 08:13:05.549771
Senator John Hoeven,Today we celebrate #FathersDay and remember the lessons they’ve taught us and love they’ve shown us through our lives. https://t.co/MxAe1eVYAM,2020-06-21 08:26:53.869516
Senator Pat Toomey,"The best title I’ve ever had, or ever will have, is dad. Wishing all the other dads a very happy, safe, and relaxing #FathersDay.",2020-06-21 08:35:51.835596
Marco Rubio,"For it is on your account I bear insult,that disgrace covers my face. I have become an outcast to my kindred,a stranger to my mother’s children. Because zeal for your house has consumed me,I am scorned by those who scorn you.

Psalms 69:8-10",2020-06-21 08:37:32.237121
Sen. Jim Inhofe,"It’s a great honor to be a father! I’m so proud of my 20 kids and grandkids. 

Wishing a happy #FathersDay to all our Oklahoma dads, grandfathers and father figures.",2020-06-21 09:00:06.488003
Joni Ernst,My father always taught me growing up on a farm that any job worth doing is worth doing well. Happy #FathersDay to all of the dads across Iowa! https://t.co/68jpaGnLty,2020-06-21 09:22:34.580587
Team Cornyn,"""My father served in the US Air Force for 3 decades. He taught me the importance of sacrificing for your family and your country."" - Sen. Cornyn

Today, we thank all of the great fathers who sacrifice for their own families, teaching us all valuable lessons every day. #FathersDay https://t.co/6AGTRwuNRM",2020-06-21 09:30:19.777288
Ted Cruz,"My Dad has been my hero my whole life. To all the Dads out there, thank you for all you do... #HappyFathersDay! https://t.co/UqVDXlQOWJ",2020-06-21 09:42:36.171818
Senator Mike Crapo,Wishing a very Happy Father’s Day to all. https://t.co/FaOpPW8Msg,2020-06-21 09:50:00.219105
Senator Todd Young,"Housing counseling services are more important than ever during this unprecedented and unpredictable time. This week, @HUDgov awarded more than $141,000 to Indiana to bolster these services for Hoosiers. https://t.co/aqf3kqNe1y",2020-06-21 10:00:06.039977
Senator Pat Roberts,"From one Dad to another, Happy #FathersDay! https://t.co/oasNUwIP1F",2020-06-21 10:14:12.501552
Steve Daines,"My most important job - being a Dad.  Happy #FathersDay to all the dads out there, thank you for all that you do. https://t.co/mEtgmAoRkM",2020-06-21 10:42:36.536125
"Bill Cassidy, M.D.",Being a father and grandfather is one of the greatest blessings of my life. I hope everyone has a safe and happy Father's Day. https://t.co/NAWHemHeX6,2020-06-21 10:48:30.081697
Leader McConnell,Thinking of my dad today. Happy Father’s Day to all the dads in Kentucky and across our great country. https://t.co/fBxq8H6eDn,2020-06-21 10:50:42.881474
Senator Mike Rounds,Happy Father’s Day! https://t.co/NJnUKrfCmp,2020-06-21 11:14:35.266258
Cory Gardner,A list of all the things Caitlyn would like to do together for Father’s Day - apparently she had second thoughts about fishing. Wishing a happy #FathersDay to dads across Colorado. https://t.co/PHZzaVTYfT,2020-06-21 11:31:51.361840
Senator Jerry Moran,"Happy Father’s Day! I was blessed with great parents, and loved and respected my father. I hope you all can spend time today with your loved ones. For my fellow dads, let’s take time today to reflect on the joys of fatherhood. https://t.co/DLO7QVCfVK",2020-06-21 11:44:47.582900
Tim Scott,"I joined @ThisWeekABC this morning for an important discussion on the #JUSTICEAct. We provide more resources for training, body cameras, and diverse hiring practices. https://t.co/rs6ra2Yvbu",2020-06-21 11:48:45.783647
Cindy Hyde-Smith,"""I keep my eyes always on the LORD. With him at my right hand, I will not be shaken."" - Psalm 16:8",2020-06-21 12:00:06.176292
Senator Kelly Loeffler,"Happy Father’s Day to all the dads out there! May you all enjoy time with your families today, whether in person or virtually. 
 
Just like my dad and grandfathers, fathers enrich our lives with lessons of faith, hard work and love of family. Thank you Dad! https://t.co/Pj6b50uXAF",2020-06-21 12:07:38.297718
Sen. Marsha Blackburn,"Happy Father’s Day!
https://t.co/wgFH5pOBSE",2020-06-21 12:12:22.190037
Senator Roger Wicker,".@briggs_hopson, your father was a wonderful man. He was an icon for our state and a cheerful gentleman with a long and proud list of accomplishments. What a poignant Father’s Day, but what a fantastic heritage.

https://t.co/SB68LQ8mbh",2020-06-21 12:17:33.864343
Sen. Lisa Murkowski,Happy Father’s Day to all our Fathers and Father-figures. I’ve been blessed with an extraordinary father and am fortunate enough to have a wonderful father for our sons in my husband Verne. I hope we all take this weekend to recognize &amp; celebrate the great dads out there. https://t.co/ULmQK1FmSl,2020-06-21 12:37:28.788367
Sen. Lisa Murkowski,Happy #FathersDay to all our Fathers and Father-figures. I’ve been blessed with an extraordinary father and am fortunate enough to have a wonderful father for our sons in my husband Verne. I hope we all take this weekend to recognize &amp; celebrate the great dads out there. https://t.co/KBdT4cmu6E,2020-06-21 12:40:12.727073
Cindy Hyde-Smith,Happy Father's Day to all our Mississippi Dads! Thank you for all that you do. https://t.co/JprsMi7356,2020-06-21 12:45:05.489835
Senator John Thune,"Even though we have been unable to see my dad for over three months, I am grateful this Father’s Day for his faithful model of integrity, decency and humility. As a centenarian, his life remains a shining example that character still matters. Happy Father’s Day dad! https://t.co/IjJfKFaQSU",2020-06-21 12:54:02.307503
Senator Rand Paul,"Happy Father’s Day to my dad, @RonPaul and to all the fathers doing their best to raise their families. https://t.co/uuOphLP9l4",2020-06-21 13:18:57.326584
Cindy Hyde-Smith,"The Freedom Summer Murders of James Chaney, Andrew Goodman, and Michael Schwerner occurred 56 years ago. Today we remember their legacies and contributions to the Civil Rights movement.",2020-06-21 13:30:05.801063
Rob Portman,My favorite and most important job is being a dad. So proud of the young adults these three have become. Happy #FathersDay to all the fathers out there! https://t.co/dczcPCV5Rq,2020-06-21 13:44:44.812034
Thom Tillis,Wishing you a Happy Father's Day! https://t.co/i6rjowLNaU,2020-06-21 13:47:26.336175
Rob Portman,"The Safeguarding American Innovation Act will ensure that the cutting-edge research conducted at The @OhioState Univ. is protected from foreign theft. 

I’m thankful for @OhioState’s support of this legislative effort and look forward to continued collaboration moving forward.",2020-06-21 13:56:07.517310
Rob Portman,"Perry's Victory &amp; International Peace Memorial is an iconic landmark that recognizes one the most significant naval battles in US history. 

This week, the Senate passed legislation to help restore @PerrysVIPM by helping to address the $48M+ in overdue maintenance needs. https://t.co/7Cmuk1RbyO",2020-06-21 14:16:24.757648
Thom Tillis,"Join our Small Business Advisory Council:

https://t.co/6EIobc4BV2",2020-06-21 14:17:03.364032
Josh Hawley,My two boys. What a privilege it is to be a dad to them. Happy Father’s Day to all the dads out there #FathersDay https://t.co/BBlzmqkHnK,2020-06-21 14:46:36.948554
Sen. Marsha Blackburn,.@WHO Director-General @DrTedros is being celebrated by Communist China for his full-fledged loyalty to the regime. https://t.co/twXXOuFBmb,2020-06-21 14:55:01.683210
Rob Portman,"Some folks can make more $$ on the current expanded unemployment benefits than they would if they went back to work. 

We should be incentivizing people to safely get back into the workforce by creating a “return to work” bonus. https://t.co/D7AE9Z8uad",2020-06-21 15:03:45.886577
Thom Tillis,"Our Carolina @Panthers running back Christian McCaffrey spent some time surprising military families for Father’s Day. 

Thank you for all that you do Christian, on and off the football field!

https://t.co/1e9oHgCeVP",2020-06-21 15:08:31.055945
ChuckGrassley,Corn 28 inches #cornwatch Up 14 inches from last wk.  ///When dad died in 1960 &amp; I took over farming the common saying was ”knee high by Fourth of July“ now bc of genetics it will be shoulder high by 4th https://t.co/biH2WFb8Hi,2020-06-21 15:14:06.010177
Joni Ernst,"Iowa will directly benefit from the #FY21NDAA, which includes a number of key initiatives for Iowa’s economy and our state’s role in helping secure our national defense. Find out more: https://t.co/8Pxe2fj5QO",2020-06-21 15:16:02.952898
Senator Rand Paul,Having a great Father’s Day celebrating with ⁦@RonPaul⁩! https://t.co/MH78qHVpaS,2020-06-21 15:27:11.324543
Rob Portman,"The American military should utilize every tool available— including emerging technologies like artificial intelligence—to carry out its mission.

That’s why @MartinHeinrich &amp; I introduced legislation this week to bolster the US military’s AI capabilities.https://t.co/3kovoDG7jP",2020-06-21 16:03:27.823832
Ted Cruz,Don’t think I’ve ever retweeted Krugman. He’s right.,2020-06-21 16:06:54.779313
Senator Roger Wicker,"Dr. Briggs Hopson was a wonderful man. He was an icon for our state and a cheerful gentleman with a long and proud list of accomplishments. What a poignant Father’s Day, but what a fantastic heritage. https://t.co/SB68LQ8mbh",2020-06-21 16:07:58.505418
Rob Portman,"We cannot afford to continue to look the other way as #China steals our taxpayer-funded research and uses it against us. 

The Safeguarding American Innovation Act, which I intro’d this week, is a commonsense, nonpartisan way to stop this rampant theft. https://t.co/u69yldBTVz",2020-06-21 16:43:56.707154
Tim Scott,Happy Father’s Day to all of the fathers and father figures! You are appreciated.,2020-06-21 17:28:42.167632
Rob Portman,"I appreciate the @ClevelandClinic support for the Safeguarding American Innovation Act. The Cleveland Clinic is among the world’s preeminent research institutions. 

This legislation will ensure those breakthroughs &amp; that innovation are protected from foreign threats.",2020-06-21 17:35:49.515547
